Paragraph text,Classification_label
"(1)The Welsh Ministers may, by regulations made by statutory instrument, provide (b)that polls for relevant elections that would otherwise be required to be held on dates that fall within a period specified in the regulations are instead to be held on such later date, or within such period, as is specified in the regulations.","1,0,0,0,0,0,0,0"
"(2)For the purposes of this section an election is “relevant” if— (a)the date of the poll for the election falls within the period beginning with 16 March 2020 and ending with 5 May 2021, and","1,0,0,0,0,0,0,0"
"(2)For the purposes of this section an election is “relevant” if— (b)it is an election to fill a casual vacancy in the office of councillor in a county council, county borough council or community council in Wales.","1,0,0,0,0,0,0,0"
"(3)Regulations under subsection (1) must not specify—
(a)a date later than 6 May 2021, or
(b)a period ending later than 6 May 2021.","1,0,0,0,0,0,0,0"
(4)The power to make regulations under subsection (1) may be exercised more than once in respect of any relevant election.,"0,0,0,0,0,0,0,0"
"(5)Regulations under subsection (1) may make provision by reference to relevant elections of a description specified in the regulations (for example, by reference to the nature, date or location of the elections).","0,0,0,0,0,0,0,0"
(6)The power to make regulations under subsection (1) is capable of being exercised so as to amend or repeal a provision of an Act of Parliament or of an Act or Measure of the National Assembly for Wales.,"0,0,0,0,0,0,0,0"
(7)A statutory instrument containing regulations under subsection (1) is subject to annulment in pursuance of a resolution of the National Assembly for Wales.,"0,0,0,0,0,0,0,1"
"(1)This section applies where under section 9 of the Scotland Act 1998 (“the 1998 Act”), an election is to be held to fill a vacant seat of a constituency member (“the election”)","1,0,0,0,0,0,0,0"
"(2)The Presiding Officer may—
(a)where a date has been fixed for the poll for the election, fix a later date (which may be outwith the period required under section 9(3) of the 1998 Act), or","1,0,0,0,0,0,0,0"
"(2)The Presiding Officer may (b)where no such date has been fixed, fix a date for the poll that is outwith that period.","1,0,0,0,0,0,0,0"
(3)The Presiding Officer must fix a date under subsection (2) for the poll at the election to be held as soon as reasonably practicable.,"1,0,0,0,0,0,0,0"
(4)The Presiding Officer must notify the constituency returning officer for the election of the date fixed for the poll under subsection (2) in the same manner as if it had been fixed under section 9 of the 1998 Act.,"1,0,0,0,0,0,0,0"
"(5)The power under subsection (2)—
(a)may be exercised more than once,
(b)may not be exercised so as to fix a date for the poll at the election that is within the period mentioned in section 9(4) of the 1998 Act, and
(c)may not be exercised so as to fix a date after 6 May 2021.","0,0,0,0,0,0,0,0"
"(6)Before exercising the power under subsection (2), the Presiding Officer must consult—
(a)the Scottish Ministers, and
(b)the convener of the Electoral Management Board for Scotland.","0,0,0,0,0,0,0,1"
"(7)Subsection (8) applies where—
(a)notice of the date for the poll for the election has been published under Part 1 of Schedule 2 to the Scottish Parliament (Elections etc.) Order 2015 (S.S.I. 2015/425) (“the 2015 Order”), and
(b)under subsection (2)(a), the Presiding Officer fixes a later date for the poll (“the new date”).","0,0,0,0,0,0,0,0"
"(8)The constituency returning officer must—
(a)publish a notice stating that the date has changed, and
(b)comply with the requirements of Part 1 of Schedule 2 to the 2015 Order as if the new date had just been fixed under section 9 of the 1998 Act.","0,0,0,0,0,0,0,1"
(9)In this section “constituency returning officer” has the same meaning as in the 2015 Order.,"0,0,0,0,0,0,0,0"
"(1)This section applies where under section 37 of the Local Government (Scotland) Act 1973 (“the 1973 Act”), an election is to be held to fill a casual vacancy in the office of councillor in a local authority (“the election”).","1,0,0,0,0,0,0,0"
"(2)The returning officer may—
(a)where a date has been fixed for the poll for the election, fix a later date (which may be outwith the period required under section 37(1) of the 1973 Act), or
(b)where no such date has been fixed, fix a date for the poll that is outwith that period.","1,0,0,0,0,0,0,0"
(3)The returning officer must fix a date under subsection (2) for the poll at the election to be held as soon as reasonably practicable.,"1,0,0,0,0,0,0,0"
"(4)The power under subsection (2)—
(a)may be exercised more than once,
(b)may not be exercised so as to fix a date for the poll at the election that is within the period mentioned in subsection (2) of section 37 of the 1973 Act, unless the holding of the election within that period is permitted under that subsection, and
(c)may not be exercised so as to fix a date after 6 May 2021.","0,0,0,0,0,0,0,1"
"(5)Before exercising the power under subsection (2), the returning officer must consult—
(a)the Scottish Ministers, and
(b)the convener of the Electoral Management Board for Scotland.","0,0,0,0,0,0,0,1"
"(6)Subsection (7) applies where—
(a)notice of the date for the poll for the election has been published under Part 1 of Schedule 1 to the Scottish Local Government Elections Order 2011 (S.S.I. 2011/399) (“the 2011 Order”), and
(b)under subsection (2)(a), the returning officer fixes a later date for the poll (“the new date”).","1,0,0,0,0,0,0,0"
"(7)The returning officer must—
(a)publish a notice stating that the date has changed, and
(b)comply with the requirements of Part 1 of Schedule 1 to the 2011 Order as if the new date had just been fixed under section 37 of the 1973 Act.","0,0,0,0,0,0,0,1"
"(8)In this section—
“local authority” means a council constituted under section 2 of the Local Government etc. (Scotland) Act 1994 and “area” in relation to a local authority means the local government area for which the authority is constituted;
“returning officer”, in relation to a local authority, means an officer appointed by the local authority under section 41(1) of the Representation of the People Act 1983.","0,0,0,0,0,0,0,0"
(1)Part 1 of Schedule 16 makes provision enabling the Secretary of State and the Welsh Ministers to give directions for the restriction of attendance at premises used for the provision of education or childcare.,"0,0,0,1,0,0,0,0"
(2)Part 2 of Schedule 16 makes provision enabling the Scottish Ministers to give directions to restrict access to schools and other educational premises.,"0,0,0,1,0,0,0,0"
"(3)Part 3 of Schedule 16 makes provision enabling—
(a)the Department of Education in Northern Ireland to give directions requiring the temporary closure of schools;","0,0,0,0,0,0,0,0"
(b)the Department for the Economy in Northern Ireland to give directions requiring the temporary closure of further and higher education institutions;,"0,0,0,1,0,0,0,0"
(c)the Department of Health in Northern Ireland to give directions requiring the temporary cessation of childcare provision.,"0,0,0,1,0,0,0,0"
"(1)Her Majesty may by Order in Council, at the joint request of the Archbishops of Canterbury and York, postpone to the date specified in the Order the date on which the Convocations of Canterbury and York stand dissolved for the purposes of the Church of England Convocations Act 1966.","1,0,0,0,0,0,0,0"
"(2)Section 1 of that Act is, accordingly, to be read subject to provision made by an Order under this section.","0,0,0,0,0,0,0,0"
"(3)If either of the Archbishops is unable to exercise the power to join in making a request under subsection (1), or if the see of either of the Archbishops is vacant, the power may be exercised by the senior bishop of the province, with seniority for that purpose being determined in accordance with section 10(4) of the Bishops (Retirement) Measure 1986.","1,0,0,0,0,0,0,0"
"(4)An Order under this section may make consequential, supplementary, incidental, transitional or saving provision.","0,0,0,0,0,0,0,0"
(1) A person responsible for carrying on a business or providing a service which is listed in Schedule 2 must cease to carry on that business or to provide that service during the emergency period.,"0,0,0,1,0,0,0,0"
(2) Paragraph (1) does not prevent the use of— (a)any suitable premises used for the businesses or services listed in Schedule 2 to host blood donation sessions;,"0,0,0,1,0,0,0,0"
"(2) Paragraph (1) does not prevent the use of (b)facilities for training by elite sportspersons, including indoor fitness studios, gyms, sports courts, indoor or outdoor swimming pools and other indoor leisure centres;","0,0,0,1,0,0,0,0"
(2) Paragraph (1) does not prevent the use of (c)indoor fitness and dance studios by professional dancers and choreographers.,"0,0,0,1,0,0,0,0"
"(3) For the purposes of paragraph (2), a person is a professional dancer or choreographer if that person derives their living from dance, or from choreographing dance, as the case may be.","0,0,0,0,0,0,0,0"
"(4) If a business listed in Schedule 2 (“business A”) forms part of a larger business (“business B”), the person responsible for carrying on business B complies with the requirement in paragraph (1) if it closes down business A.","0,0,0,1,0,0,0,0"
"(5) Paragraph (1) does not prevent a person responsible for carrying on a business or providing a service listed in Schedule 2 (“the closed business”)—
(a)carrying on a business of offering goods for sale or for hire—
(i)in a shop which is separate from the premises used for the closed business; or
(ii)by making deliveries or otherwise providing services in response to orders received—
(aa)through a website, or otherwise by on-line communication,
(bb)by telephone, including orders by text message, or
(cc)by post;","0,0,0,1,0,0,0,0"
"(b)operating a café or restaurant, if the café or restaurant is separate from the premises used for the closed business.","0,0,0,1,0,0,0,0"
"(6) For the purposes of paragraph (5), a shop, café or restaurant (“SCR”) is separate from premises used for the closed business if—

(a)the SCR is in a self-contained unit, and
(b)it is possible for a member of the public to enter the SCR from a place outside those premises.","0,0,0,0,0,0,0,0"
"1) During the emergency period, unless paragraph (3) applies, no person may participate in a gathering which—
(a)consists of more than thirty persons","0,0,0,1,0,0,0,0"
"(1) During the emergency period, unless paragraph (3) applies, no person may participate in a gathering which (b)takes place—
(i)in a private dwelling, including a houseboat,
(ii)on a vessel, other than a houseboat or a vessel used for public transport, or
(iii)on land which satisfies the condition in paragraph (2).","0,0,1,0,0,0,0,0"
"(2) Land satisfies this condition if it is a public outdoor place, which is not—

(a)operated by a business, a charitable, benevolent or philanthropic institution or a public body as a visitor attraction, or
(b)part of premises used for the operation of a business, charitable, benevolent or philanthropic institution or a public body.","0,0,0,0,0,0,0,0"
"3) This paragraph applies where— (a)in the case of a gathering described in paragraph (1)(b)(ii) or (iii)—
(i)the gathering has been organised by a business, a charitable, benevolent or philanthropic institution, a public body, or a political body,","0,0,0,1,0,0,0,0"
"(3) This paragraph applies where—
(a)in the case of a gathering described in paragraph (1)(b)(ii) or (iii)— (ii)the person responsible for organising the gathering (“the gathering organiser”) has carried out a risk assessment which would satisfy the requirements of regulation 3 of the Management of Health and Safety at Work Regulations 1999(1), whether or not the gathering organiser is subject to those Regulations, and","0,0,0,1,0,0,0,0"
"(3) This paragraph applies where— (a)in the case of a gathering described in paragraph (1)(b)(ii) or (iii)— (iii)the gathering organiser has taken all reasonable measures to limit the risk of transmission of the coronavirus, taking into account the risk assessment carried out under paragraph (ii),","0,0,0,1,0,0,0,0"
"(b)the person concerned is an elite sportsperson, the coach of an elite sportsperson, or (in the case of an elite sportsperson who is a child), the parent of an elite sportsperson, and the gathering is necessary for training or competition,","0,0,0,1,0,0,0,0"
"(c)the gathering is reasonably necessary—
(i)for work purposes, or for the provision of voluntary or charitable services,
(ii)for the purposes of education or training,
(iii)for the purposes of childcare provided by a person registered under Part 3 of the Childcare Act 2006, or as part of supervised activities provided for children,
(iv)to provide emergency assistance,
(v)to enable one or more persons in the gathering to avoid injury or illness or to escape a risk of harm, or","0,0,0,1,0,0,0,0"
(d)the person concerned is fulfilling a legal obligation.,"0,0,0,1,0,0,0,0"
"(4) During the emergency period, no person may participate in a gathering which—

(a)consists of more than thirty persons,","0,0,0,1,0,0,0,0"
"(4) During the emergency period, no person may participate in a gathering which—
(b)takes place indoors,","0,0,0,1,0,0,0,0"
"(4) During the emergency period, no person may participate in a gathering which— (c)would be a gathering of a kind mentioned in section 63(1) of the Criminal Justice and Public Order Act 1994(2) if it took place on land in the open air.","0,0,0,1,0,0,0,0"
"(5) In determining whether all reasonable measures have been taken to limit the risk of transmission of the coronavirus for the purposes of paragraph (3)(a)(iii), any guidance issued by the government relevant to the gathering in question must be taken into account.","0,0,0,0,0,0,0,0"
"(6) For the purposes of this regulation—

(a)there is a gathering when two or more people are present together in the same place in order to engage in any form of social interaction with each other, or to undertake any other activity with each other;
(b)a place is indoors if it would be considered to be enclosed or substantially enclosed for the purposes of section 2 of the Health Act 2006(3), under the Smoke-Free (Premises and Enforcement) Regulations 2006(4);
(c)a “private dwelling” includes any garden, yard, passage, stair, outhouse or other appurtenance of the dwelling, and does not include—
(i)accommodation in a hotel, hostel, campsite, caravan park, members club, boarding house or bed and breakfast accommodation,
(ii)care homes, within the meaning of section 3 of the Care Standards Act 2000(5)),
(iii)children’s homes, within the meaning of section 1 of the Care Standards Act 2000,
(iv)Residential Family Centres, within the meaning of section 4 of the Care Standards Act 2000,
(v)educational accommodation,
(vi)accommodation intended for use by the army, navy or air force, or
(vii)criminal justice accommodation;
(d)a “charitable, benevolent or philanthropic institution” means—
(i)a charity, or
(ii)an institution, other than a charity, established for charitable, benevolent or philanthropic purposes;
(e)“vessel” means any ship, boat, barge, lighter or raft and any other description of craft, whether used in navigation or not, but does not include government vessels.","0,0,0,0,0,0,0,0"
"(7) For the purposes of paragraph (6)(c)—

(a)“educational accommodation” means—
(i)accommodation provided for students whilst they are boarding at school;
(ii)halls of residence provided for students attending higher education courses, and equivalent accommodation provided for students attending further education courses;
(b)“criminal justice accommodation” means—
(i)a prison, within the meaning of the Prison Act 1952(6);
(ii)a young offender institution, within the meaning of section 43 of the Prison Act 1952;
(iii)a secure training centre, within the meaning of section 43 of the Prison Act 1952;
(iv)approved premises, within the meaning of section 13 of the Offender Management Act 2007(7);
(v)a bail hostel, within the meaning of section 2 of the Bail Act 1976(8);
(c)“political body” means—
(i)a political party registered under Part 2 of the Political Parties, Elections and Referendums Act 2000, or
(ii)a political campaigning organisation within the meaning of regulation 2 of the Health and Social Care (Financial Assistance) Regulations 2009(9).","0,0,0,0,0,0,0,0"
"(1) The Secretary of State may by direction restrict access to a specified public outdoor place, or to public outdoor places of a specified description, if the Secretary of State considers that—
(a)giving such a direction—
(i)responds to a serious and imminent threat to public health,
(ii)is necessary to prevent, protect against, control or provide a public health response to the incidence or spread of infection in England of the coronavirus, and
(b)the restrictions in the direction are a proportionate means of achieving that purpose.","0,0,0,1,0,0,0,0"
"(2) A direction made under paragraph (1) may restrict or prohibit all public access to the specified public outdoor place or to public outdoor places of a specified description, or prohibit access at specified times.","0,0,0,1,0,0,0,0"
"(3) The Secretary of State may not make a direction under paragraph (1) in relation to a public outdoor place which forms part of Crown land and includes property subject to section 73 of the Public Health (Control of Disease) Act 1984, unless an agreement has been made under that section with the appropriate authority.","0,0,0,1,0,0,0,1"
"(4) Before making a direction under paragraph (1), the Secretary of State must consult with the Chief Medical Officer or one of the Deputy Chief Medical Officers of the Department of Health and Social Care.","0,0,0,0,0,0,0,1"
(5) The power to give a direction under paragraph (1) also includes power to vary or revoke the direction.,"0,0,0,0,0,0,0,1"
(6) A direction under paragraph (1) must— (a)specify the public outdoor place or places to which public access is being restricted (“the restricted area”) in sufficient detail to enable the boundaries of the restricted area to be determined;,"0,0,0,1,0,0,0,0"
"(6) A direction under paragraph (1) must (b)state the date and time on which the restrictions come into effect, and the date and time on which they will end;","0,0,0,1,0,0,0,0"
"(6) A direction under paragraph (1) must— (c)give details of the right of appeal to a magistrates’ court, and the time within which such an appeal may be brought;","0,0,0,0,0,0,0,1"
"(6) A direction under paragraph (1) must— (d)be published on www.gov.uk, in the Gazette, and in such other way as appears to the Secretary of State likely to bring the direction to the attention of the persons who are likely to be affected by it.","0,0,0,0,0,0,0,1"
"(7) The Secretary of State must review the need for the restrictions at least once every seven days, with the first review being carried out on the seventh day after the day on which the direction is made.","1,0,0,0,0,0,0,0"
"(8) The Secretary of State must, as soon as possible, communicate the direction— (a)to any local authority within whose area the restricted area or any part of the restricted area falls (a “responsible local authority”), and
(b)where the direction is given in relation to a public outdoor place which forms part of crown land, to the appropriate authority.","0,0,0,0,0,0,0,0"
"(9) A responsible local authority must take reasonable steps— (a)to ensure that the direction is brought to the attention of any person who may be affected by it, including any person referred to in paragraph (10), and
(b)to prevent or restrict public access to the restricted area.","0,0,0,1,0,0,0,0"
"(10) Any person, other than the responsible local authority and its officers, who owns or is responsible for any part of the restricted area, must take reasonable steps to restrict public access to that part of the restricted area.","0,0,0,1,0,0,0,0"
(11) No person may enter or remain in the restricted area in contravention of the restrictions in the direction without reasonable excuse while the direction has effect.,"0,0,0,1,0,0,0,0"
"(12) For the purposes of paragraph (11), a reasonable excuse includes where— (a)the person is the owner or occupier of land or premises falling within, or partially within, the restricted area;
(b)the person needs to enter the restricted area to obtain access to the place where they are living, or to leave that place;
(c)the person needs to enter or remain in the restricted area—
(i)to avoid injury or illness or to escape a risk of harm;
(ii)to continue existing arrangements for access to, and contact between, parents and children where the children do not live in the same household as their parents, or one of their parents;
(iii)to fulfil a legal obligation or to participate in legal proceedings;","0,0,0,1,0,0,0,0"
"(12) For the purposes of paragraph (11), a reasonable excuse includes where (d)it is reasonably necessary for a person to enter or remain in the restricted area—
(i)for work purposes, or for the provision of voluntary or charitable services;
(ii)to facilitate a house move;
(iii)to provide care or assistance to a vulnerable person, including relevant personal care within the meaning of paragraph 7(3B) of Schedule 4 to the Safeguarding of Vulnerable Groups Act 2006;
(iv)to provide emergency assistance.","0,0,0,1,0,0,0,0"
(13) Any person who is the owner or occupier of any land included within the restricted area may appeal against the making of the direction to a magistrates’ court by way of complaint for an order and the Magistrates’ Courts Act 1980 applies to the proceedings.,"1,0,0,0,0,0,0,0"
"(14) For the purposes of this regulation “the appropriate authority”, in relation to any land which is Crown land— (a)in the case of land belonging to Her Majesty in right of the Crown and forming part of the Crown Estate, means the Crown Estate Commissioners, and, in relation to any other land belonging to Her Majesty in right of the Crown, means the Government department having the management of that land,
(b)in relation to land belonging to Her Majesty in right of the Duchy of Lancaster, means the Chancellor of the Duchy,
(c)in relation to land belonging to the Duchy of Cornwall, means such person as the Duke of Cornwall, or the possessor for the time being of the Duchy of Cornwall, appoints,
(d)in the case of land belonging to a Government department or held in trust for Her Majesty for the purposes of a Government department, means that department, and
if any question arises as to what authority is the appropriate authority in relation to any land, that question shall be referred to the Treasury, whose decision shall be final","0,0,0,0,0,0,0,0"
"(1) A relevant person may take such action as is necessary to enforce any requirement imposed by regulation 4, 5 or 6(10) or (11).","1,0,0,0,0,0,0,0"
"(2) A relevant person may give a prohibition notice to a person if the relevant person reasonably believes that—
(a)the person is contravening a requirement in regulation 4, and
(b)it is necessary and proportionate to give the prohibition notice for the purpose of preventing that person from continuing to contravene the requirement.","1,0,0,0,0,0,0,0"
"(3) Where a relevant person considers that a number of people are gathered together in contravention of regulation 5, the relevant person may—
a)direct the gathering to disperse,","1,0,0,0,0,0,0,0"
"(3) Where a relevant person considers that a number of people are gathered together in contravention of regulation 5, the relevant person may (b)direct any person in the gathering to return to the place where they are living, or","1,1,0,0,0,0,0,0"
"(3) Where a relevant person considers that a number of people are gathered together in contravention of regulation 5, the relevant person may (c)remove a person from the gathering.","1,1,0,0,0,0,0,0"
"(4) Where a relevant person considers that a person is in a restricted area without a reasonable excuse in contravention of regulation 6(11), the relevant person may— (a)direct that person to leave the restricted area immediately;","1,1,0,0,0,0,0,0"
"(4) Where a relevant person considers that a person is in a restricted area without a reasonable excuse in contravention of regulation 6(11), the relevant person may (b)remove that person from the restricted area.","1,1,0,0,0,0,0,0"
"(5) A relevant person exercising the power in paragraph (3)(c) or (4)(b) to remove a person from a gathering, or from a restricted area may use reasonable force, if necessary, in exercise of the power.","1,0,0,0,0,0,0,0"
"(6) Where a person who is in a gathering in contravention of regulation 5, or in a restricted area in contravention of regulation 6(11), is a child accompanied by an individual who has responsibility for the child—
(a)the relevant person may direct that individual to take the child to the place where the child is living, and","1,1,0,0,0,0,0,0"
"(6) Where a person who is in a gathering in contravention of regulation 5, or in a restricted area in contravention of regulation 6(11), is a child accompanied by an individual who has responsibility for the child (b)that individual must, so far as reasonably practicable, ensure that the child complies with any direction or instruction given by the relevant person to the child.","1,0,0,0,0,0,0,0"
"(7) Where a relevant person has reasonable grounds to believe that a child is repeatedly failing to comply with the restrictions in regulation 5 or 6(11), the relevant person may direct any individual who has responsibility for the child to secure, so far as reasonably practicable, that the child complies with that restriction.","1,0,0,0,0,0,0,0"
"(8) A relevant person may only exercise the power in paragraph (3), (4), (6) or (7) if the relevant person considers that it is a necessary and proportionate means of ensuring compliance with the restriction in regulation 5 or 6(11).","1,0,0,0,0,0,0,0"
"(9) A relevant person exercising a power under paragraph (3), (4), (6), or (7) may give the person concerned any reasonable instructions they consider to be necessary.","1,0,0,0,0,0,0,0"
"(10) For the purposes of this regulation—
(a)an individual has responsibility for a child if the individual—
(i)has custody or charge of the child for the time being, or
(ii)has parental responsibility for the child;
(b)a “relevant person” means—
(i)a constable,
(ii)a police community support officer,
(iii)subject to paragraph (11), a person designated by a local authority for the purposes of this regulation, or
(iv)a person designated by the Secretary of State for the purposes of this regulation;
(c)references to a requirement include references to a restriction;
(d)a “restricted area” has the same meaning as in regulation 6.","0,0,0,0,0,0,0,0"
(11) A local authority may only designate a person for the purposes of this regulation in relation to a requirement in regulation 4,"0,0,0,0,0,0,0,0"
"Specialist units across government are working at pace to combat false and misleading narratives about coronavirus, ensuring the public has the right information to protect themselves and save lives.","0,0,0,0,0,0,0,1"
"The Rapid Response Unit, operating from within the Cabinet Office and No10, is tackling a range of harmful narratives online - from purported ‘experts’ issuing dangerous misinformation to criminal fraudsters running phishing scams.","0,0,0,0,0,0,0,1"
"Up to 70 incidents a week, often false narratives containing multiple misleading claims, are being identified and resolved. The successful ‘Don’t Feed the Beast’ public information campaign will also relaunch next week, to empower people to question what they read online.","0,0,0,0,0,0,0,1"
"Culture Secretary Oliver Dowden said: We need people to follow expert medical advice and stay at home, protect the NHS and save lives. It is vital that this message hits home and that misinformation and disinformation which undermines it is knocked down quickly.","0,0,1,0,0,0,0,1"
"Culture Secretary Oliver Dowden said We’re working with social media companies, and I’ll be pressing them this week for further action to stem the spread of falsehoods and rumours which could cost lives.","0,0,0,0,0,0,0,1"
"When false narratives are identified, the government’s Rapid Response Unit coordinates with departments across Whitehall to deploy the appropriate response. This can include a direct rebuttal on social media, working with platforms to remove harmful content and ensuring public health campaigns are promoted through reliable sources.","0,0,0,0,0,0,0,1"
"The unit is one of the teams feeding into the wider Counter Disinformation Cell led by the Department for Digital, Culture, Media and Sport, made up of experts from across government and in the tech sector.","0,0,0,0,0,0,0,0"
"The Cell is engaging with social media platforms and with disinformation specialists from civil society and academia, to establish a comprehensive overview of the extent, scope and impact of disinformation related to coronavirus.","0,0,0,0,0,0,0,1"
"The Culture Secretary will be contacting social media companies this week to thank them for their good efforts to date, assess the progress made and discuss what other potential measures can be put in place to ensure accurate, honest information consistently reaches users of their platforms.","0,0,0,0,0,0,0,1"
"Penny Mordaunt, Paymaster General said: Holding your breath for ten seconds is not a test for coronavirus and gargling water for 15 seconds is not a cure - this is the kind of false advice we have seen coming from sources claiming to be medical experts.","0,0,0,0,0,0,0,0"
"Penny Mordaunt, Paymaster General said That is why government communicators are working in tandem with health bodies to promote official medical advice, rebut false narratives and clamp down on criminals seeking to exploit public concern during this pandemic.","0,0,0,0,0,0,0,1"
"Penny Mordaunt, Paymaster General said But the public can also help with this effort, so today we implore them to take some simple steps before sharing information online, such as always reading beyond the headline and scrutinising the source","0,0,0,0,0,0,0,0"
The public can help stop the spread of potentially dangerous or false stories circulating online by following official government guidance - the ‘SHARE’ checklist (see further information). This includes basic but essential advice such as checking the source of a story and analysing the facts before sharing.,"0,0,0,0,0,0,0,0"
"Certain states routinely use disinformation as a policy tool, so the government is also stepping up its efforts to share its assessments on coronavirus disinformation with international partners. Working collaboratively has already helped make the UK safer, providing ourselves and our allies with a better understanding of how different techniques are used as part of malicious information operations - and how to protect against those techniques more effectively.","0,0,0,0,0,0,0,0"
"These measures follow recent advice from the National Cyber Security Centre, which revealed a range of attacks being perpetrated online by cyber criminals seeking to exploit coronavirus earlier this month. This included guidance on how to spot and deal with suspicious emails related to coronavirus, as well as mitigate and defend against malware and ransomware.","0,0,0,0,0,0,0,1"
To help the public spot false information the government is running the SHARE checklist and Don’t Feed The Beast campaign here. This gives the public five easy steps to follow to identify whether information may be misleading:,"0,0,0,0,0,0,0,1"
Local authorities in England have been handed new powers to hold public meetings virtually by using video or telephone conferencing technology from Saturday (4 April 2020).,"1,0,0,0,0,0,0,0"
The government has temporarily removed the legal requirement for local authorities to hold public meetings in person during the coronavirus pandemic. This will enable councils to make effective and transparent decisions on the delivery of services for residents and ensure that local democracy continues to thrive.,"1,0,0,0,0,0,0,0"
"Meetings will remain accessible whilst ensuring that councillors, staff and the wider public are able to follow government advice by staying at home to stop the spread of coronavirus to protect the NHS and save lives.","0,0,1,0,0,0,0,0"
Local Government Secretary Rt Hon Robert Jenrick MP said: Local authorities are the backbone of our democracy and they are playing a vital role in the national effort to keep people safe. This change will support them to do that while maintaining the transparency we expect in local decision making,"0,0,0,0,0,0,0,1"
"Local Government Secretary Rt Hon Robert Jenrick MP said Councillors and staff are already doing the right thing by following our advice to stay home, protect the NHS and save lives. This includes working from home wherever possible, and the new powers to hold meetings virtually will make that easier.","0,0,1,0,0,0,0,0"
Local Government Secretary Rt Hon Robert Jenrick MP said It’s critical that they continue to provide essential services and find innovative ways to maintain important economic functions they perform like the planning system and they will now be able to do so.,"0,0,0,0,0,0,0,0"
"Local Government Secretary Rt Hon Robert Jenrick MP said We’ve given local authorities across England an additional £1.6 billion to help their crucial work in the national effort against coronavirus, and we are continuing to ensure they get all of the support that they need at this time.","0,0,0,0,0,0,0,0"
Local Government Association Chairman Cllr James Jamieson said: Councils are working tirelessly to support their communities as they rise to the unprecedented challenge of the coronavirus crisis.,"0,0,0,0,0,0,0,0"
"Local Government Association Chairman Cllr James Jamieson said Giving councils powers to hold meetings remotely is important to maintaining local democracy and allowing critical decisions to be made during this public health crisis. Councils need to respond quickly and make very many key decisions. They can now do so while remaining open, transparent and accessible to the public.","1,0,0,0,0,0,0,0"
"Local Government Association Chairman Cllr James Jamieson said: Remote council meetings will crucially help ensure all those taking part stay at home, helping to prevent the coronavirus from spreading and save lives","0,0,0,0,0,0,0,0"
"The change applies to all local authorities in England and covers all categories of public meetings including annual meetings, cabinet and committee meetings.","1,0,0,0,0,0,0,0"
"The requirement for public meetings to be made accessible to the public remains, but it will be up to each local authority to decide how they conduct meetings, how voting procedures work and how to ensure that the public has access.","1,0,0,0,0,0,0,0"
"The government is also working to bring in new law so that by-elections, local polls and referendums cannot be held before 6 May 2021. The Coronavirus Act 2020 has already postponed local and Police and Crime Commissioner elections scheduled in the UK for Thursday 7 May 2020 until 6 May 2021.","1,0,0,0,0,0,0,0"
"The change applies to all local authorities in England, which includes county councils, district councils, combined authorities, parish councils, joint committees constituted to be a local planning authority, fire and rescue authorities and national park authorities. They apply to meetings of a local authority, an executive of a local authority, a joint committee of two or more local authorities, and a committee or sub-committee of any of those bodies.","1,0,0,0,0,0,0,0"
"The regulations also enable Police and Crime Panels in England and Wales to take place remotely, so they can also continue their important work in local areas.","0,0,0,0,0,0,0,0"
"Existing rules about the number of councillors or members of a group required to attend to make a meeting valid will remain, but virtual attendance will count.","0,0,0,0,0,0,0,0"
We are working with the Local Government Association and other representative bodies who are considering developing guidance for local authorities about holding remote meetings.,"0,0,0,0,0,0,0,0"
"This announcement applies to England (and to Wales for Police and Crime Panels). Whilst local government is a devolved matter, the Department has been engaging closely with colleagues in the devolved administrations.","0,0,0,0,0,0,0,0"
"Saturday 4 April 2020 is the day that the local authorities gain the power to hold remote meetings. However, for most local authorities the practical effect will be from the start of the working week when they hold most meetings.","0,0,0,0,0,0,0,0"
The Regulations were made in Parliament on 2 April 2020 and apply to meetings taking place before 7 May 2021. The government is able to legislate to bring forward this date if medical and scientific advice leads to the relaxation of social distancing rules.,"0,0,0,0,0,0,0,0"
"We’ve provided local authorities with £1.6 billion to help them respond to coronavirus pressures across all the services they deliver. This includes increasing support for the adult social care workforce and for services helping the most vulnerable, including homeless people.","0,0,0,0,0,0,0,0"
Schedule 4 contains temporary modifications to the law in relation to the justice system.,"1,0,0,0,0,0,0,0"
Schedule 7 contains other temporary measures in response to coronavirus.,"0,0,0,0,0,0,0,0"
"Any power to make subordinate legislation conferred by virtue of Part 1 includes power to make—
(a)incidental, supplementary, consequential, transitional, transitory or saving provision,
(b)different provision for different purposes or areas.","1,0,0,0,0,0,0,0"
"(1)The Scottish Ministers may by regulations—
(a)suspend the operation of any provision of Part 1,
(b)revive the operation of a provision so suspended.","1,0,0,0,0,0,0,0"
(2)Sections 15 to 17 of the Interpretation and Legislative Reform (Scotland) Act 2010 apply to the suspension of a provision by regulations under subsection (1)(a) as if the provision had been repealed by an Act.,"0,0,0,0,0,0,0,0"
(3)The powers in subsection (1) may be exercised more than once in relation to the same provision.,"1,0,0,0,0,0,0,0"
"(4)Regulations under this section—
(a)may make different provision for different purposes or areas,
(b)may make transitional, transitory or saving provision.","0,0,0,0,0,0,0,0"
(5)Regulations under this section are subject to the negative procedure.,"0,0,0,0,0,0,0,0"
(1)Part 1 expires on 30 September 2020.,"0,0,0,0,0,0,0,0"
